contest,repo_hash,Property,severity,our_confidence,our_tag,our_subtag,gold_tag (fill if wrong),gold_subtag (fill if wrong),description
2022-10-inverse,af8e4af75dc2,297,Medium,no-vote,Chainlink,Deprecated Library,,,"Chainlink oracle data feed is not sufficiently validated and can return stale `price`. *Submitted by rbserver, also found by d3e4, TomJ, pashov, sorrynotsorry, Aymen0909, c7e7eff, horsefacts, pedroais, minhtrng, dipp, 0xc0ffEE, Chom, immeas, imare, Olivierdem, Jeiwan, [cccz]("
2022-10-inverse,af8e4af75dc2,390,Medium,high,Accounting Error,State Update Inconsistency,,,"Users can avoid paying fees if they manage to update their accrued fees periodically. DBR.sol#L287<br> While a user borrows DOLA, his debt position in the DBR contract accrues more debt over time. However, Solidity contracts cannot update their storage automatically over time; state updates must always be triggered by externally owned accounts. For"
2022-10-inverse,af8e4af75dc2,391,Medium,high,Input Validation,Invalid Validation,,,"Avoidable misconfiguration could lead to `INVEscrow` contract not minting `xINV` tokens. Market.sol#L281-L283<br> If a user creates a market with the **INVEscrow** implementation as **escrowImplementation** and false as **callOnDepositCallback**, the deposits made by users in the escrow (through the market) would not mint **xINV** tokens for them."
2022-10-inverse,af8e4af75dc2,392,Medium,high,Oracle,Stale Value,,,`viewPrice` doesn't always report dampened price. Oracle.sol#L91<br> Oracle's viewPrice function doesn't report a dampened price until getPrice is called and today's price is updated. This will impact the public read-only functions that call it: * getCollateralValue; * getCreditLimit (calls getCollateralValue); * getLiquidatableDebt (calls getCredi
2022-11-stakehouse,099243e83259,376,Medium,low,"Access Control, DAO",Missing Upper/Lower Bound Check,,,"Node runners can lose all their stake rewards due to how the DAO commissions can be set to a 100%. Node runners can have all their stake rewards taken by the DAO as commissions can be set to a 100%. ### Proof of Concept There is no limits on _updateDAORevenueCommission() except not exceeding MODULO, which means it can be set to a 100%. LiquidStakin"
2022-11-stakehouse,099243e83259,173,High,high,Input Validation,Invalid Validation,,,"Giant pools can be drained due to weak vault authenticity check. *Submitted by Jeiwan, also found by Trust, datapunk, immeas, JTJabba, arcoun, bin2chen, imare, wait, unforgiven, satoshipotato, ronnyx2017, Lambda, hihen, bitbopper, fs0c, [banky]("
2022-11-stakehouse,099243e83259,174,High,high,Accounting Error,Inflation Attack,,,Incorrect accounting in `SyndicateRewardsProcessor` results in any LP token holder being able to steal other LP tokens holder's ETH from the fees and MEV vault. < <
2022-11-stakehouse,099243e83259,175,High,high,Reentrancy,Violating CEI / Missing nonReentrant,,,Possibly reentrancy attacks in `_distributeETHRewardsToUserForToken` function. < < < < < < The root of the problem is in the _distributeETHRewardsToUserForToken which makes a call to
2022-11-stakehouse,099243e83259,176,High,high,Accounting Error,Asset Theft,,,Theft of ETH of free floating SLOT holders. < < < A malicious user can steal all claimable ETH belonging to free floating SLOT holders... ### Proof of Concept < Run it in the test suite with forge ### Tools Used Manual review / forge ### Recommended Mitigation Steps += operator instead of = in < ? The logic for keeping the rewards up-to-date is als
2022-11-stakehouse,099243e83259,177,High,high,Accounting Error,Asset Theft,,,Old stakers can steal deposits of new stakers in `StakingFundsVault`. < < < Stakers to the MEV+fees vault can steal funds from the new stakers who staked after a validator was registered and the derivatives were minted. A single staker who staked 4 ETH can steal all funds deposited by new stakers. ### Proof of Concept StakingFundsVault is designed
2022-11-stakehouse,099243e83259,178,High,high,Reentrancy,Violating CEI / Missing nonReentrant,,,"Reentrancy in `LiquidStakingManager.sol#withdrawETHForKnow` leads to loss of fund from smart wallet. < < < < The code below violates the check effect pattern, the code banned the public key to mark the public key invalid to not let the msg.sender withdraw again after sending the ETH. solidity /// @notice Allow node runners to withdraw ETH from thei"
2022-11-stakehouse,099243e83259,179,High,high,DoS,State Update Inconsistency,,,"Protocol insolvent - Permanent freeze of funds. < < < * Permanent freeze of funds - users who deposited ETH for staking will not be able to receive their funds, rewards or rotate to another token. The protocol becomes insolvent, it cannot pay anything to the users. * Protocol's LifecycleStatus state machine is broken Other impacts: * Users deposit"
2022-11-stakehouse,099243e83259,180,High,high,DoS,State Update Inconsistency,,,Rewards of `GiantMevAndFeesPool` can be locked for all users. < < Any malicious user could make the rewards in GiantMevAndFeesPool inaccessible to all other users... ### Proof of Concept < Copy the file in the test suite and run the test. ### Tools Used forge test ### Recommended Mitigation Steps Protect the inherited functions of the ERC20 tokens
2022-11-stakehouse,099243e83259,181,High,high,Accounting Error,Inflation Attack,,,"Any user being the first to claim rewards from `GiantMevAndFeesPool` can unexepectedly collect them all. < < < Any user being the first to claim rewards from GiantMevAndFeesPool, can get all the previously generated rewards whatever the amount and even if he did not participate to generate those rewards... ### Proof of Concept < Copy paste it in th"
2022-11-stakehouse,099243e83259,182,High,high,Accounting Error,State Update Inconsistency,,,function `withdrawETH` from `GiantMevAndFeesPool` can steal most of eth because of idleETH is reduced before burning token. < < < The contract GiantMevAndFeesPool override the function totalRewardsReceived: return address(this).balance + totalClaimed - idleETH; The function totalRewardsReceived is used as the current rewards balance to caculate the
2022-11-stakehouse,099243e83259,183,High,high,Accounting Error,State Update Inconsistency,,,"The GiantLP with a transferHookProcessor will call transferHookProcessor.beforeTokenTransfer(_from, _to, _amount) when it's transferred / minted / burned. But the to address is address(0x00) in the erc20 _burn function. The GiantMevAndFeesPool.beforeTokenTransfer will call the function SyndicateRewardsProcessor._distributeETHRewardsToUserFor"
2022-11-stakehouse,099243e83259,185,High,high,Accounting Error,State Update Inconsistency,,,"Sender transferring `GiantMevAndFeesPool` tokens can afterward experience pool DOS and orphaning of future rewards. When a user transfers away GiantMevAndFeesPool tokens, the pool's claimed\[] computed is left unchanged and still corresponds to what they had claimed with their old (higher) number of tokens. (See GiantMevAndFeesPool afterTokenTransf"
2022-11-stakehouse,099243e83259,187,High,high,Input Validation,Asset Theft,,,"`bringUnusedETHBackIntoGiantPool` in `GiantMevAndFeesPool` can be used to steal `LPTokens`. real LPTokens can be transferred out of GiantMevAndFeesPool through fake _stakingFundsVaults provided by an attacker. < ### Proof of Concept bringUnusedETHBackIntoGiantPool takes in _stakingFundsVaults, _oldLPTokens, _newLPTokens and rotate _amounts from old"
2022-11-stakehouse,099243e83259,189,High,high,Accounting Error,State Update Inconsistency,,,`GiantMevAndFeesPool.bringUnusedETHBackIntoGiantPool` function loses the addition of the idleETH which allows attackers to steal most of eth from the Giant Pool. < < The contract GiantMevAndFeesPool override the function totalRewardsReceived: return address(this).balance + totalClaimed - idleETH; The function totalRewardsReceived is used as the cur
2022-11-stakehouse,099243e83259,192,High,high,Accounting Error,State Update Inconsistency,,,"`BringUnusedETHBackIntoGiantPool` can cause stuck ether funds in Giant Pool. < < withdrawUnusedETHToGiantPool will withdraw any eth from the vault if staking has not commenced(knot status is INITIALS_REGISTERED), the eth will be drawn successful to the giant pool. However, idleETH variable is not updated. idleETH is the available ETH for withdrawin"
2022-11-stakehouse,099243e83259,193,High,high,Reentrancy,Violating CEI / Missing nonReentrant,,,"Reentrancy vulnerability in GiantMevAndFeesPool.withdrawETH. GiantMevAndFeesPool.withdrawETH calls lpTokenETH.burn, then GiantMevAndFeesPool.beforeTokenTransfer, followed by a call to \_distributeETHRewardsToUserForToken sends ETH to the user, which allows the user to call any function in the fallback. While GiantMevAndFeesPool.withdrawETH has the"
2022-11-stakehouse,099243e83259,194,High,high,Accounting Error,State Update Inconsistency,,,Fund lose in function `bringUnusedETHBackIntoGiantPool()` of `GiantSavETHVaultPool` ETH gets back to giant pool but the value of idleETH don't increase. < < Variable idleETH in giant pools is storing total amount of ETH sat idle ready for either withdrawal or depositing into a liquid staking network and whenever a deposit or withdraw happens contra
2022-11-stakehouse,099243e83259,197,High,high,Accounting Error,State Update Inconsistency,,,"Unstaking does not update the mapping `sETHUserClaimForKnot`. If a user stakes some sETH, and after some time decides to unstake some amount of sETH, later s/he will not be qualified or be less qualified to claim ETH on the remaining staked sETH. ### Proof of Concept Suppose Alice stakes 5 sETH by calling stake(...).<br> < So, we will have: * sETHU"
2022-11-stakehouse,099243e83259,199,High,high,Accounting Error,State Update Inconsistency,,,Function _distributeETHRewardsToUserForToken() is used to distribute remaining reward of user and it's called in _onWithdraw() of GiantMevAndFeesPool. but function withdrawETH() in GiantPoolBase don't call either of them and burn user giant LP token balance so if user withdraw his funds and has some remaining ETH rewards he would lose tho
2022-11-stakehouse,099243e83259,202,High,high,Accounting Error,State Update Inconsistency,,,When depositETH() is called in giant pool it calls _onDepositETH() which calls _setClaimedToMax() to make sure new ETH stakers are not entitled to ETH earned by but this can cause users to lose their remaining rewards when they deposits. code should first transfer user remaining rewards when deposit happens.
2022-11-stakehouse,099243e83259,218,High,high,Reentrancy,Violating CEI / Missing nonReentrant,,,Possible reentrancy and fund theft in `withdrawDETH()` of `GiantSavETHVaultPool` because there is no whitelist check for user provided Vaults and there is no reentrancy defense. Function withdrawDETH() in GiantSavETHVaultPool allows a user to burn their giant LP in exchange for dETH that is ready to withdraw from a set of savETH vaults. This functi
2022-11-stakehouse,099243e83259,359,Medium,high,DoS,Implementation Error,,,Freezing of funds - Hacker can prevent users withdraws in giant pools. < < <
2022-11-stakehouse,099243e83259,360,Medium,high,Input Validation,Invalid Validation,,,"Rotating `LPTokens` to banned BLS public key. It is possible to rotate LPTokens to a banned BLS public key. This is not a safe action, because it can result in insolvency of the project (specially if the banned BLS public key was malicious). ### Proof of Concept When a user deposits ETH for staking by calling depositETHForStaking, the manager check"
2022-11-stakehouse,099243e83259,361,Medium,high,DoS,Implementation Error,,,"Giant pools cannot receive ETH from vaults. < < Both giant pools are affected: 1. GiantSavETHVaultPool 2. bringUnusedETHBackIntoGiantPool The giant pools have a bringUnusedETHBackIntoGiantPool function that calls the vaults to send back any unused ETH. Currently, any call to this function will revert.<br> Unused ETH will not be sent to the giant po"
2022-11-stakehouse,099243e83259,362,Medium,high,DoS,Bad Condition,,,GiantPool should not check ETH amount on withdrawal. The GiantPoolBase.withdrawETH function requires that the amount to withdraw is at least as big as the MIN_STAKING_AMOUNT (< This check does not serve any purpose and can actually cause the user problems when withdrawing his ETH. ### Proof of Concept 1. Bob deposits ETH into the GiantPool with the
2022-11-stakehouse,099243e83259,363,Medium,high,Input Validation,Bypass Mechanism,,,"Adding non EOA representative. < < It is not allowed to add non-EOA representative to the smart wallet.<br> But, this limitation can be bypassed by rotating representatives. ### Proof of Concept During registering a node runner to LSD by creating a new smart wallet, it is checked that the _eoaRepresentative is an EOA or not. require(!Address.isCont"
2022-11-stakehouse,099243e83259,364,Medium,high,Input Validation,Invalid Validation,,,Withdrawing wrong LPToken from GiantPool leads to loss of funds. The GiantPoolBase.withdrawLPTokens function (< allows to withdraw LP tokens from a GiantPool by burning an equal amount of GiantLP. This allows a user to handle the LP tokens directly without the need for a GiantPool as intermediary. It is not checked however whether the LP tokens to
2022-11-stakehouse,099243e83259,365,Medium,high,Access Control,Cannot Revoke,,,"OwnableSmartWallet: Multiple approvals can lead to unwanted ownership transfers. < < The OwnableSmartWallet contract employs a mechanism for the owner to approve addresses that can then claim ownership (< of the contract. The source code has a comment included which states that ""Approval is revoked, in order to avoid unintended transfer allowance i"
2022-11-stakehouse,099243e83259,366,Medium,high,Access Control,Arbitrary Add/Remove/Set/Call,,,DAO admin in `LiquidStakingManager.sol` can rug the registered node operator by stealing their fund in the smart wallet via arbitrary execution.. < < < < < DAO admin in LiquidStakingManager.sol can rug the registered node operator by stealing their fund via arbitrary execution. ### Proof of Concept After the Liquid Staking Manager.so is deployed vi
2022-11-stakehouse,099243e83259,367,Medium,high,Access Control,Centralization Risk,,,"DAO or lsdn owner can steal funds from node runner. < DAO or LSD network owner can swap node runner of the smart contract to their own eoa, allowing them to withdrawETH or claim rewards from node runner. ### Proof of Concept There are no checks done when swapping the node runner whether there are funds in the smart contract that belongs to the node"
2022-11-stakehouse,099243e83259,368,Medium,high,DoS,Missing Upper/Lower Bound Check,,,"Incorrect implementation of the `ETHPoolLPFactory.sol#rotateLPTokens` let user stakes ETH more than `maxStakingAmountPerValidator` in `StakingFundsVault`, and DOS the stake function in `LiquidStakingManager`. < < < < < <"
2022-11-stakehouse,099243e83259,369,Medium,high,Input Validation,Invalid Validation,,,"Banned BLS public keys can still be registered. In registerBLSPublicKeys, it should be checked (according to the comment and error) if a BLS public key is part of the LSD network and not banned: solidity // check if the BLS public key is part of LSD network and is not banned require(isBLSPublicKeyPartOfLSDNetwork(_blsPublicKey) == false, ""BLS publi"
2022-11-stakehouse,099243e83259,370,Medium,high,DoS,Bypass Mechanism,,,"Attacker can grift syndicate staking by staking a small amount. < < LiquidStakingManager._autoStakeWithSyndicate always stakes a fixed amount of 12 ETH. However, Syndicate.stake only allows a total staking amount of 12 ETH and reverts otherwise: solidity if (_sETHAmount + totalStaked > 12 ether) revert InvalidStakeAmount(); An attacker can abuse th"
2022-11-stakehouse,099243e83259,371,Medium,high,DoS,Hardcoded Parameter,,,GiantPool `batchRotateLPTokens` function: Minimum balance for rotating LP Tokens should by dynamically calculated. < < < The GiantSavETHVaultPool and GiantMevAndFeesPool both have a batchRotateLPTokens function that allows to move staked ETH to another key. Both functions require that the GiantLP balance of the sender is >=0.5 ether. < < The reason
2022-11-stakehouse,099243e83259,373,Medium,high,Accounting Error,Incorrect Formula,,,"`GiantMevAndFeesPool.previewAccumulatedETH` function: ""accumulated"" variable is not updated correctly in for loop leading to result that is too low. < < The GiantMevAndFeesPool.previewAccumulatedETH function (< allows to view the ETH that is accumulated by an address. However the formula is not correct. In each iteration of the foor loop, accumulat"
2022-11-stakehouse,099243e83259,374,Medium,high,Accounting Error,Peg / Depeg,,,"dETH / ETH / LPTokenETH can become depegged due to ETH 2.0 reward slashing. I want to quote the info from the doc: > SavETH Vault - users can pool up to 24 ETH where protected staking ensures no-loss. dETH can be redeemed after staking and > Allocate savETH <> dETH to savETH Vault (24 dETH) However, the main risk in ETH 2.0 POS staking is the slash"
2022-11-stakehouse,099243e83259,375,Medium,high,Input Validation,Invalid Validation,,,`Address.isContract()` is not a reliable way of checking if the input is an EOA. The underlying assumption of eoaRepresentative being an EOA can be untrue. This can cause many unintended effects as the contract comments strongly suggests that this must be an EOA account. ### Proof of Concept When BLS public key is registered in registerBLSPublicKey
2022-11-stakehouse,099243e83259,377,Medium,high,Accounting Error,State Update Inconsistency,,,"When users transfer GiantLP, some rewards may be lost. GiantMevAndFeesPool.beforeTokenTransfer will try to distribute the user's current rewards to the user when transferring GaintLP, but since beforeTokenTransfer will not call StakingFundsVault.claimRewards to claim the latest rewards, thus making the calculated accumulatedETHPerLPShare smaller an"
2022-11-stakehouse,099243e83259,378,Medium,high,Input Validation,Invalid Validation,,,"smartWallet address is not guaranteed correct. ETH may be lost. < < Liquid staking manager call function withdrawETHForStaking(address _smartWallet, uint256 _amount) to withdraw ETH for staking. It's manager's responsibility to set the correct _smartWallet address. However, there is no way to guarantee this. If a typo (or any other reasons) leads t"
2022-11-stakehouse,099243e83259,379,Medium,high,Accounting Error,State Update Inconsistency,,,"EIP1559 rewards received by syndicate during the period when it has no registered knots can be lost. < < < < < When the deRegisterKnotFromSyndicate function is called by the DAO, the _deRegisterKnot function is eventually called to execute numberOfRegisteredKnots -= 1. It is possible that numberOfRegisteredKnots is reduced to 0. During the period w"
2022-11-stakehouse,099243e83259,380,Medium,high,DoS,payable / receive(),,,"ETH sent when calling `executeAsSmartWallet` function can be lost. < < Calling the executeAsSmartWallet function by the DAO further calls the OwnableSmartWallet.execute function. Since the executeAsSmartWallet function is payable, an ETH amount can be sent when calling it. However, since the sent ETH amount is not forwarded to the smart wallet cont"
2022-11-stakehouse,099243e83259,381,Medium,high,DoS,Bad Condition,,,"Calling `updateNodeRunnerWhitelistStatus` function always reverts. *Submitted by rbserver, also found by 0xPanda, ReyAdmirado, Trust, Josiah, Franfran, pashov, Aymen0909, btk, zgo, Jeiwan, SmartSek, Awesome, shark, RaymondFam, trustindistrust, [HE1M]("
2022-11-stakehouse,099243e83259,382,Medium,high,Access Control,Missing Functionality,,,"Node runner who is already known to be malicious cannot be banned before corresponding smart wallet is created. < < < Currently, the rotateNodeRunnerOfSmartWallet function provides the only way to set bannedNodeRunners to true for a malicious node runner. However, before the node runner calls the registerBLSPublicKeys function to create a smart wal"
2022-11-stakehouse,099243e83259,383,Medium,high,Logic error,Bad Condition,,,Incorrect checking in `_assertUserHasEnoughGiantLPToClaimVaultLP`. The batch operations of withdrawDETH() in GiantSavETHVaultPool.sol and withdrawLPTokens() in GiantPoolBase.sol are meaningless because they will fail whenever more than one lpToken is passed.<br> Each user can perform withdrawDETH() or withdrawLPTokens() with one LPToken only once a
2022-11-stakehouse,099243e83259,384,Medium,high,Access Control,Centralization Risk,,,"Compromised or malicious DAO can restrict actions of node runners who are not malicious. < < < < < ### Impact When calling the deployNewLiquidStakingDerivativeNetwork function, _dao is not required to be an address that corresponds to a governance contract. This is also confirmed by the code walkthrough at < which mentions that _dao can correspond"
2022-11-stakehouse,099243e83259,385,Medium,high,DoS,Front Run,,,"`rotateNodeRunnerOfSmartWallet` is vulnerable to a frontrun attack. < < As the rotateNodeRunnerOfSmartWallet function can be called by anyone who is a node runner in the LSD network, this function is vulnerable to a frontrun attack in the case of this node runner being malicious. #### Proof of Concept If that is the current node runner is malicious"
2022-11-stakehouse,099243e83259,386,Medium,high,Accounting Error,Bad Condition,,,"User receives less rewards than they are eligible for if first passed BLS key is inactive. < StakingFundsVault has the claimRewards() function to allow users to withdraw profits. function claimRewards( address _recipient, bytes[] calldata _blsPubKeys ) external nonReentrant { for (uint256 i; i < _blsPubKeys.length; ++i) { require( liquidStakingNetw"
2022-11-stakehouse,099243e83259,387,Medium,high,Replay Attack,Invalid Validation,,,"Cross-chain replay attacks are possible with `deployLPToken`. Mistakes made on one chain can be re-applied to a new chain. There is no chain.id in the data. If a user does deployLPToken using the wrong network, an attacker can replay the action on the correct chain, and steal the funds a-la the wintermute gnosis safe attack, where the attacker can"
2022-11-stakehouse,099243e83259,388,Medium,high,DoS,Arbitrary Add/Remove/Set/Call,,,"Giant pools are prone to user griefing, preventing their holdings from being staked. < batchRotateLPTokens in GiantMevAndFeesPool allows any user to rotate LP tokens of stakingFundsVaults around. function batchRotateLPTokens( address[] calldata _stakingFundsVaults, LPToken[][] calldata _oldLPTokens, LPToken[][] calldata _newLPTokens, uint256[][] ca"
2022-11-stakehouse,099243e83259,389,Medium,high,Logic error,Bad Condition,,,Funds are not claimed from syndicate for valid BLS keys of first key is invalid (no longer part of syndicate).. < claimRewards in StakingFundsVault.sol has this code: if (i == 0 && !Syndicate(payable(liquidStakingNetworkManager.syndicate())).isNoLongerPartOfSyndicate(_blsPubKeys[i])) { // Withdraw any ETH accrued on free floating SLOT from syndicat
2022-12-caviar,4ef0b4d678ab,165,High,high,Reentrancy,ERC777 Callback,,,"Reentrancy in buy function for ERC777 tokens allows buying funds with considerable discount. < < < < Current implementation of functions add, remove, buy and sell first transfer fractional tokens, and then base tokens. If this base to"
2022-12-caviar,4ef0b4d678ab,166,High,high,Logic error,Incorrect Parameter,,,"Liquidity providers may lose funds when adding liquidity. *Submitted by Jeiwan, also found by minhtrng, minhquanym, HE1M, wait, hansfriese, BAHOZ, unforgiven, 0xxm, Junnon, bytehat, UNCHAIN, carlitox477, RaymondFam, Chom, CRYP70, 9svR6w, [mauricio1802]("
2022-12-caviar,4ef0b4d678ab,167,High,high,ERC4626,Inflation Attack,,,"First depositor can break minting of shares. *Submitted by minhquanym, also found by Apocalypto, 0xDecorativePineapple, Franfran, dipp, rjs, ak1, Tricko, Jeiwan, unforgiven, hansfriese, BAHOZ, unforgiven, bytehat, UNCHAIN, immeas, SamGMK, [fs0c]("
2022-12-caviar,4ef0b4d678ab,168,Medium,high,Slippage,Missing deadline,,,Missing deadline checks allow pending transactions to be maliciously executed. < <br>< <br>< <br>< <br>< <br>< <br>< <br>< The Pair contract does not allow users to submit a deadline for their action. This missing feature enables pending transactions to be maliciously executed at a later point. ### Detailed description AMMs should provide their use
2022-12-caviar,4ef0b4d678ab,169,Medium,high,Arithmetic,Token Decimal,,,"Price will not always be 18 decimals, as expected and outlined in the comments. The price() function is expected to return the price of one fractional tokens, represented in base tokens, to 18 decimals of precision. This is laid out clearly in the comments: /// @notice The current price of one fractional token in base tokens with 18 decimals of pre"
2022-12-caviar,4ef0b4d678ab,170,Medium,high,Arithmetic,Rounding Error,,,"Rounding error in `buyQuote` might result in free tokens. *Submitted by Zarf, also found by minhtrng, Franfran, Apocalypto, adriro, 0xDave, wait, unforgiven, Jeiwan, hansfriese, bytehat, UNCHAIN, rajatbeladiya, CRYP70, hihen, koxuan, kiki\_dev, [yixxas]("
2022-12-caviar,4ef0b4d678ab,171,Medium,high,Logic error,Bypass Mechanism,,,It's possible to swap NFT token ids without fee and also attacker can wrap unwrap all the NFT token balance of the Pair contract and steal their air drops for those token ids. < <br>< Users can wrap() their NFT tokens (which id is whitelisted) and receive 1e18 fractional token or they can pay 1e18 fractional token and unwrap NFT token. there is two
2022-12-caviar,4ef0b4d678ab,172,Medium,high,Oracle,Price Manipulation / Arbitrage opportunity,,,"Pair price may be manipulated by direct transfers. < <br>< <br>< An attacker may manipulate the price of a pair by transferring tokens directly to the pair. Since the Pair contract exposes the price function, it maybe be used as a price oracle in third-party integrations. Manipulating the price of a pair may allow an attacker to steal funds from su"
2023-01-popcorn,e0d2d83ea351,237,Medium,low,"Accounting Error, ERC20","Does not match with Doc, Fee On Transfer Token",,,"Faulty Escrow config will lock up reward tokens in Staking contract. < < < < < ### Impact When a Vault owner creates/adds a reward token to the Staking contract with faulty escrow config parameters, the reward tokens sent to the Staking contract will forever be locked up. This can happen since there are no validity checks on the values of the Escro"
2023-01-popcorn,e0d2d83ea351,238,Medium,low,ERC4626,Rounding Error,,,Malicious Users Can Drain The Assets Of Vault. (Due to not being ERC4626 Complaint). Malicious users can drain the assets of the vault. ### Proof of Concept The withdraw function users convertToShares to convert the assets to the amount of shares. These shares are burned from the users account and the assets are returned to the user. The function w
2023-01-popcorn,e0d2d83ea351,184,High,high,Access Control,Asset Theft,,,"Attacker can steal 99% of total balance from any reward token in any Staking contract. < < < < < < ### Impact Attacker can steal 99% of the balance of a reward token of any Staking contract in the blockchain. An attacker can do this by modifying the reward speed of the target reward token. So an attacker gets access to changeRewardSpeed, he will ne"
2023-01-popcorn,e0d2d83ea351,186,High,high,Accounting Error,"Does not match with Doc, Fee On Transfer Token",,,"Staking rewards can be drained. *Submitted by 0xdeadbeef0x, also found by apvlki, ulqiorra, immeas, fs0c, gjaldon, Aymen0909, SadBase, hansfriese, KIntern\_NA, Krace, aashar, 0xNazgul, mrpathfindr, btk, mert\_eren, Kumpa, [waldenyan20]("
2023-01-popcorn,e0d2d83ea351,188,High,high,Input Validation,Asset Theft,,,"`BeefyAdapter()` malicious vault owner can use malicious `\_beefyBooster` to steal the adapter's token. Malicious vault owner can use Malicious \_beefyBooster to steal the adapter's token. ### Proof of Concept When creating a BeefyAdapter, the vault owner can specify the \_beefyBooster. The current implementation does not check if the \_beefyBooste"
2023-01-popcorn,e0d2d83ea351,190,High,high,Pause,Invalid Validation,,,"Anyone who uses same adapter has the ability to pause it. < < ### Impact Anyone who uses same adapter has the ability to pause it. As result you have the ability to pause any vault by creating your vault with the same adapter. When a user creates vault, he has the ability to deploy new adapter or reuse already created adapter. VaultController gives"
2023-01-popcorn,e0d2d83ea351,195,High,high,Accounting Error,Bad Condition,,,"When the reward speed is changed in MultiRewardStaking, the new end time is calculated based off of the balance of the reward token owned by the contract. This, however, is not the same as the number of reward tokens that are left to be distributed since some of those tokens may be owed to users who have not collected their rewards yet. As a resu"
2023-01-popcorn,e0d2d83ea351,198,High,high,Arithmetic,Scaling,,,Any user can drain the entire reward fund in MultiRewardStaking due to incorrect calculation of `supplierDelta`. < < < ### Impact Reward deltaIndex in _accrueRewards() is multiplied by 10**decimals() but eventually divided by rewards.ONE (which is equal to 10**IERC20Metadata(address(rewardToken)).decimals()) in _accrueUser(). If the number of decim
2023-01-popcorn,e0d2d83ea351,200,High,high,Accounting Error,State Update Inconsistency,,,"Protocol loses fees because highWaterMark is updated every time someone deposit, withdraw, mint. < < < < ### Impact Protocol loses fees because highWaterMark is updated every time someone deposit, withdraw, mint. ### Proof of Concept This bug is related to the fees accruing design. It was discussed with the sponsor in order to understand how it sho"
2023-01-popcorn,e0d2d83ea351,209,High,high,Input Validation,Invalid Validation,,,"Attacker can deploy vaults with a malicious Staking contract. < < ### Impact Anyone can deploy a Vault with a malicious Staking contract attached. If the Staking contract already exists, we can just pass its address to deployVault and no checks will be applied to see whether the Staking contract matches valid Staking templates in the Template Regis"
2023-01-popcorn,e0d2d83ea351,212,High,high,Accounting Error,State Update Inconsistency,,,"Affected contract: MultiRewardStaking When assets are withdrawn for user Alice by an approved user Bob to a receiver that is not Alice, the rewards are never accrued and the resulting staking rewards are lost forever. This is because accrueRewards is called on caller and receiver but never owner. Third-party withdrawals are allo"
2023-01-popcorn,e0d2d83ea351,223,High,high,Access Control,Arbitrary Add/Remove/Set/Call,,,"Malicious strategy can lead to loss of funds. A malicious strategy has access to the adapter's storage and can therefore freely change any values. ### Proof of Concept Because AdapterBase calls the Strategy using delegatecall, the Strategy has access to the calling contract's storage and can be manipulated directly. In the following proof of concep"
2023-01-popcorn,e0d2d83ea351,236,Medium,high,DoS,Missing Functionality,,,"Users can fail to withdraw deposited assets from a vault that uses `YearnAdapter` contract as its adapter because `maxLoss` input for calling corresponding Yearn vault's `withdraw` function cannot be specified. < < < ### Impact For a vault that uses the YearnAdapter contract as its adapter, calling the Vault.withdraw or Vault.redeem function will e"
2023-01-popcorn,e0d2d83ea351,321,Medium,high,ERC4626,Not EIP Compliant,,,"Vault.maxWithdraw returns asset amount that is too big for Vault.withdraw. < < < ### Impact ERC4626 standard requires maxWithdraw to return the maximum amount of underlying assets that can be withdrawn from the owner balance with a single withdraw call. withdraw in Vault implements a fee which is not calculated in maxWithdraw in Vault. Therefore, u"
2023-06-canto,7bbe3d81960c,162,Medium,low,Logic error,Missing Return Check,,,"Potential risk of using `swappedAmount` in case of swap error. < <br>< ### Impact In case the swap operation failed, the module should continue as is with the erc20 conversion and finish the IBC transfer. This is the relevant part of the code that swallows the error: swappedAmount, err = k.coinswapKeeper.TradeInputForExactOutput(ctx, coinswaptypes."
2023-06-canto,7bbe3d81960c,161,High,high,Logic error,Does not match with Doc,,,"Pre-defined limit is different from the spec. < < ### Impact In the spec, the pre-defined limit of ETH is 0.01 ETHs. But the actual limit in the code is not 0.01 ETH which could result in misleading. ### Proof of Concept In the spec, it said that the pre-defined limit of ETH is 0.01 ETHs.<br> < > For risk management purposes, a swap will fail if th"
2023-08-shell,e99e64a8abf1,139,High,high,Input Validation,Invalid Validation,,,"Lack of Balance Validation. ### Description The pool's ratio of y to x must be within the interval [MIN_M, MAX_M), which will be checked by the _checkBalances() function. External view functions will call the _swap(), _reserveTokenSpecified() or _lpTokenSpecified() functions to get the specified result. However, _checkBala"
2023-09-delegate,b155c4de6012,137,Medium,high,Access Control,Cannot Revoke,,,"No way to revoke Approval in `DelegateToken.approve` leads to unauthorized calling of `DelegateToken.transferFrom`. < < < There is no way to revoke the approval which given via DelegateToken.approve(address,delegateTokenId). They can able call the DelegateToken.transferFrom even the tokenHolder revoke the permission using the DelegateToken.setAppro"
2023-09-delegate,b155c4de6012,138,Medium,high,DoS,Nonce,,,"`CreateOfferer.sol` should not enforce the nonce incremented sequentially, otherwise user can DOS the contract by skipping order. According to > ""Seaport v1.2 introduced support for a new type of order: the contract order. In brief, a smart contract that implements the ContractOffererInterface (referred to as an “Seaport app contract” or 'Seaport a"
